name,gender
eljona,F
elka,F
elkhan,M
elkmar,M
elko,M
ella,F
ellada,F
elle,F
ellef,M
ellengard,F
ellentraud,F
ellert,M
ellery,M
elles,F
elli,F
ellice,F
ellidi,M
ellie,F
ellina,F
elling,M
ellinor,F
elliot,M
elliott,M
ellisiv,F
ellmarie,F
ellmary,F
ellmer,M
ellory,F
ellrich,M
ellsworth,M
ellu,F
ellwood,M
ellyn,F
elma,F
elman,M
elmano,M
elmar,M
elmars,M
elmas,F
elmaze,F
elmedin,M
elmedina,F
elmer,M
elmet,M
elmi,M
elmija,F
elmije,F
elmin,M
elmina,F
elmine,F
elmino,M
elmir,M
elmira,F
elmire,F
elmo,M
elmore,M
elmuntas,M
elmurod,M
elmut,M
elna,F
elnar,M
elnara,F
elnatan,M
elnora,F
elnur,M
elo,M
elodia,F
elodie,F
elody,F
elof,M
eloina,F
elois,F
eloise,F
elon,M
elona,F
elouan,M
elouise,F
elov,M
elphege,M
elpida,F
elpidia,F
elpiniki,F
elric,M
elrike,F
elrond,M
elroy,M
els,F
elsabe,F
elsbe,F
elsbeth,F
elsche,F
elsebet,F
elsebeth,F
elselien,F
elseline,F
elselore,F
elselotte,F
elsemarie,F
elsgard,F
elshad,M
elshan,M
elsi,F
elsie,F
elsien,F
elsine,F
elsje,F
elskea,F
elsko,M
elso,M
elspeth,F
elsun,F
elsy,F
eltaj,M
eltay,M
eltion,M
eltje,?
elton,M
eluned,F
elva,F
elvana,F
elvane,F
elvar,M
elve,F
elvedin,M
elvedina,F
elver,M
elvera,F
elvezia,F
elvezio,M
elvi,F
elvia,F
elvie,F
elviera,F
elviira,F
elviire,F
elvijs,M
elvin,M
elvina,F
elvine,F
elvio,M
elvir,M
elvire,F
elviro,M
elvis,M
elvisa,F
elvita,F
elvo,M
elvy,F
elvyda,F
elvyra,F
elwin,M
elwine,F
elwira,F
elwood,M
elwyn,M
elxan,M
elya,F
elyane,F
elyas,M
elyes,M
elyette,F
elyne,F
elysa,F
elyse,F
elyssa,F
elza,F
elze,F
elzemarijke,F
elzie,M
elzo,M
ema,F
emad,M
emalie,F
eman,F
emanoel,M
emanoela,F
emanoil,M
emanoila,F
emanouil,M
emanuel,M
emanuela,F
emanuele,M
emanuelis,M
emanuella,F
emanuelle,F
emanuil,M
embla,F
embrecht,M
embrulla,F
emek,M
emel,F
emelia,F
emelie,F
emelina,F
emeline,F
emely,F
emelyne,F
emer,F
emerald,F
emeram,M
emeraude,F
emeria,M
emeric,M
emerich,M
emerik,M
emerita,F
emerito,M
emery,M
emese,F
emeteria,F
emi,F
emica,F
emidia,F
emie,F
emiel,M
emika,F
emiko,F
emil,M
emila,F
emilee,F
emili,F
emiliana,F
emilianos,M
emilie,F
emilien,M
emilienne,F
emilijan,M
emilijana,F
emilius,M
emiliya,F
emiliyan,M
emiliyana,F
emiljan,M
emiljana,F
emilko,M
emils,M
emily,F
emilyn,F
emin,M
emina,F
emine,F
emini,M
emir,M
emira,F
emirarslan,M
emircan,M
emirhan,M
emiri,F
emirjon,M
emirjona,F
emke,?
emko,M
emlyn,F
emmalee,F
emmaliese,F
emmanouela,F
emmanouil,M
emmanuel,M
emmanuela,F
emmanuele,M
emmanuella,F
emmanuelle,F
emmeke,F
emmelie,F
emmeline,F
emmeram,M
emmeran,M
emmerich,M
emmet,M
emmett,M
emmi,F
emmie,F
emmit,M
emmitt,M
emmo,M
emmy,F
emo,M
emogene,F
emoke,F
emory,M
emperatriz,F
emrah,M
emre,M
emrecan,M
emrehan,M
emri,M
emrije,F
emriye,F
emro,M
emrullah,M
emrush,M
emrys,M
emsal,?
emuna,F
emy,F
emyr,M
emzar,M
ena,F
enache,M
enar,M
enara,F
enbal,F
encarna,F
encarnacao,F
encarnacion,F
encho,M
enda,M
endel,M
ender,M
endika,M
endla,F
endorina,F
endre,M
endri,M
endrik,M
endrit,M
endrita,F
ene,F
enedina,F
enedino,M
eneida,F
eneko,M
enela,F
eneli,F
enely,F
eneo,M
enes,M
enfys,F
engbert,M
engbertus,M
engela,F
engelbart,M
engelbert,M
engelberta,F
engelbertus,M
engelbrecht,M
engelfried,M
engelgard,F
engelhard,M
engelhardt,M
engelica,F
engelien,F
engeliene,F
engelina,F
engeline,F
engelke,?
engelmar,M
engeltje,F
engilbert,M
engin,M
engjell,M
engjellushe,F
englbert,M
engracio,M
enguerran,M
enguerrand,M
enia,F
eniana,F
enida,F
eniko,F
enis,M
enisa,F
enise,F
enita,F
eniu,M
enke,F
enkel,M
enkela,F
enkeleda,F
enkelejd,M
enkelejda,F
enn,M
enne,F
enneke,?
ennen,M
enni,F
ennia,F
ennie,F
ennio,M
ennis,M
enno,M
ennu,M
enny,F
eno,M
enoch,M
enok,M
enoks,M
enora,F
enric,M
enrica,F
enrichetta,F
enrichetto,M
enrico,M
enrik,M
enrikas,M
enriketa,F
ensi,M
ensio,M
entela,F
enton,M
entonio,M
enus,M
enuta,F
enver,M
envere,F
enza,F
eoghan,M
eoghann,M
eoin,M
ep,M
epaminonda,F
ephraim,M
ephrat,F
ephrem,M
ephrona,F
epie,?
epifania,F
epiphanie,F
epistimia,F
epke,?
eponine,F
epp,F
eppie,M
eppo,M
epraxia,F
eqerem,M
era,F
eracle,M
eraclia,F
eraclie,M
erald,M
eralda,F
eraldo,M
eralp,M
eran,M
erand,M
eranda,F
erasma,F
erasmia,F
erasmus,M
erast,M
erato,F
eray,M
erazm,M
erberto,M
erbil,M
erblin,M
erblina,F
ercan,M
ercilia,F
ercin,M
ercole,M
ercolina,F
ercolino,M
ercument,M
erda,F
erdal,M
erdaun,M
erdem,M
erdemir,M
erden,M
erdener,M
erdet,M
erdfried,M
erdheide,F
erdinc,M
erdit,M
erdita,F
erdmann,M
erdmute,F
erdmuthe,F
erdogan,M
erdwin,M
erdzan,M
erel,M
erela,F
erella,F
erem,M
eren,M
erencan,M
eret,M
erez,M
erfan,M
erfried,M
ergen,M
ergica,F
ergin,M
ergo,M
ergul,?
ergys,M
erhan,M
erhard,M
erhardt,M
erhart,M
eria,F
eriana,F
eriberto,M
erica,F
erich,M
erick,M
ericka,F
erico,M
erida,F
eridano,M
eridjona,F
erietta,F
eriika,F
erik,M
erikas,M
erike,F
erikki,M
eriko,F
eriks,M
erim,M
erina,F
erinc,M
erind,M
erinda,F
erinka,F
erino,M
erio,M
eriola,F
erion,M
eriona,F
eris,M
erisa,F
eriseld,M
eriselda,F
erja,F
erjan,M
erjeta,F
erjol,M
erjola,F
erjon,M
erjona,F
erk,M
erkal,M
erkam,M
erkan,M
erkand,M
erkanda,F
erkhild,F
erki,M
erkin,M
erkka,M
erkki,M
erkko,M
erkmar,M
erko,M
erkut,M
erla,F
erlan,M
erland,M
erlantz,M
erlen,F
erlend,M
erlendur,M
erlene,F
erlfried,M
erlgard,F
erlinda,F
erling,M
erlingur,M
erlis,M
erltrud,F
erlwine,F
erma,F
ermal,M
erman,M
ermanda,F
ermando,M
ermanna,F
ermanno,M
ermelinda,F
ermelinde,F
ermelindo,M
ermellina,F
ermellino,M
ermenegilda,F
ermenegildo,M
ermenfried,M
ermengarda,F
ermenhild,F
ermes,M
ermete,M
ermil,M
ermilia,F
ermin,M
ermina,F
erminio,M
ermino,M
ermir,M
ermira,F
ermo,M
ermond,M
ermonela,F
erna,F
ernald,M
ernani,M
ernesa,F
ernest,M
ernesta,F
ernestas,M
ernesti,M
ernestine,F
ernestino,M
ernests,M
ernestus,M
ernfrid,M
erni,M
ernir,M
ernst,M
ernstfried,M
ernstine,F
erofelia,F
eroftei,M
erofteiu,M
erol,M
eroll,M
eron,M
erona,F
eronim,M
eror,M
eros,M
erramun,M
errapel,M
errica,F
errico,M
errol,M
erroll,M
ersan,M
ersel,M
ersela,F
ersen,M
ersida,F
ersilia,F
ersilio,M
ersin,M
erskine,M
ersoy,M
ersun,M
ertal,M
ertan,M
ertekin,M
ertil,M
ertila,F
ertugrul,M
ertunc,M
ervand,M
ervard,M
ervehe,F
ervine,M
ervins,M
ervis,M
ervisa,F
erwan,M
erwann,M
erwien,M
erwin,M
erwina,F
erwyn,M
erxhan,M
eryk,M
eryka,F
eryn,F
erza,F
erzhan,M
erzsebet,F
erzsi,F
esa,M
esad,M
esaias,M
esam,M
esat,M
esben,M
esbjorn,M
esdert,M
ese,F
esed,M
esef,M
esen,F
esengul,F
eser,M
esfira,F
esha,F
esin,F
eskarne,F
eske,?
eskil,M
eskild,M
esko,M
esli,M
esma,F
esmahan,F
esmail,M
esmantas,M
esmehan,F
esmeralda,F
esmeraldo,M
esmerenciana,F
esmihan,F
esmir,M
esmira,F
esmiralda,F
esmond,M
esofina,F
espedita,F
espedito,M
espen,M
esperanca,F
esperance,F
esperia,F
esperio,M
espiridion,M
espirito,M
essam,M
essedin,M
essence,F
essi,F
essie,F
essyllt,F
esta,F
este,M
estebana,F
estefano,M
estel,F
estele,F
estelina,F
estella,F
estelle,F
estera,F
esteri,F
esterina,F
esterino,M
estevan,M
estevao,M
esthel,F
esther,F
estibaliz,F
estref,M
estrela,F
estrella,F
estrid,F
esyllt,F
eszter,F
eszti,F
eta,F
etel,F
etela,F
etelca,F
etelka,F
etelvina,F
etem,M
eter,F
ethan,M
ethel,F
ethelyn,F
ethem,M
ethna,F
eti,F
etibar,M
etienne,M
etiennette,F
etimad,M
etje,?
etkin,M
etlena,F
etleva,F
etly,F
etsuji,M
etsuko,F
etsuo,M
etsuyo,F
etta,F
etti,F
ettina,F
ettine,F
ettje,?
etto,M
ettora,F
ettore,M
ettorina,F
ettorino,M
etty,F
euan,M
euclides,M
euda,F
eudochia,F
eudocia,F
eudoxie,F
eufemia,F
eufemiano,M
eufemio,M
eufimia,F
eufrasia,F
eufrasio,M
eufrosina,F
eufrosinia,F
eufrozina,F
eugen,M
eugeni,M
eugeniea,F
eugenija,F
eugenijus,M
eugeniu,M
eugenius,M
eugeniusz,M
eugeniya,F
eugeny,M
eukene,F
eul,?
eula,F
eulalie,F
eulalio,M
euloge,M
eulogia,F
eung,?
eunike,F
euphemia,F
euphrasie,F
eurelijus,M
eurico,M
euridice,F
eurielle,F
eurika,F
euron,F
eurydice,F
eusebe,M
eusebia,F
eusebiu,M
eustachia,F
eustachio,M
eustachius,M
eustafie,M
eustaquia,F
eustasia,F
eustasio,M
eustatia,F
eustatiu,M
eutimia,F
eutimio,M
eutizio,M
eutrope,?
eutropia,F
eutropio,M
evald,M
evaldas,M
evalds,M
evaleen,F
evalina,F
evalinde,F
evaline,F
evalyn,F
evamaria,F
evamarie,F
evan,M
evander,M
evandra,F
evandro,M
evangelia,F
evangelina,F
evangeline,F
evangelini,F
evangelos,M
evanghelina,F
evanghelita,F
evann,M
evanna,F
evanthia,F
evanthis,M
evantia,F
evar,M
evarista,F
evariste,M
evasio,M
evchen,F
evda,F
evdokia,F
evdokija,F
evdokiya,F
evdoxia,F
eveleen,F
eveli,F
evelia,F
evelien,F
eveliene,F
eveliina,F
evelijn,F
evelijne,F
evelin,F
evelina,F
evelinde,F
eveline,F
evelino,M
evelio,M
evelore,F
evely,F
evelyne,F
even,M
evencia,F
evencio,M
everarda,F
everardo,M
everardus,M
everbert,M
everdina,F
everdine,F
everet,M
everett,M
everette,M
everhard,M
everhardt,M
everina,F
everino,M
evert,M
everwien,M
evette,F
evgen,M
evgeneia,F
evgeni,M
evgenia,F
evgenii,M
evgenij,M
evgenija,F
evgeniy,M
evgeniya,F
evgeny,M
evgenya,F
evgheni,M
evghenia,F
evghenii,M
evica,F
evie,F
evija,F
evina,F
evis,M
evisa,F
evita,F
evlalia,F
evlampia,F
evmorfia,F
evolo,M
evon,M
evor,F
evrard,M
evren,M
evridiki,F
evrim,?
evripidis,M
evrydiki,F
evrykleia,F
evstati,M
evteka,F
evterpi,F
evtim,M
evtimija,F
evtimiya,F
evy,F
evyatar,M
evzal,M
evzen,M
evzena,F
evzenie,F
ewa,F
ewald,M
ewalda,F
ewan,M
eward,M
ewdoksia,F
ewelina,F
ewen,M
ewert,M
ewgenia,F
ewold,M
ewoud,M
ewout,M
ewy,F
eyad,M
eyal,M
eybjorg,F
eyck,M
eydis,F
eygerdur,F
eyglo,F
eyja,F
eyjolfur,M
eyke,M
eylem,F
eylul,F
eymar,M
eymundur,M
eynulla,M
eyrun,F
eystein,M
eysteinn,M
eytan,M
eythor,M
eythora,F
eyup,M
eyvind,M
eyvindur,M
eyvor,F
eyyup,M
ezechiel,M
ezechiele,M
ezekiel,M
ezell,M
ezgi,F
ezia,F
ezio,M
ezis,M
ezra,M
ezriel,M
ezzedin,M
ezzelina,F
ezzelino,M
faas,M
fabiana,F
fabiane,F
fabiano,M
fabien,M
fabienne,F
fabijan,M
fabiola,F
fabjola,F
fabrice,M
fabricia,F
fabriciana,F
fabriciano,M
fabrizia,F
fabrizio,M
fachtna,M
facunda,F
fadel,M
fadhel,M
fadhil,M
fadhila,F
fadi,M
fadia,F
fadila,F
fadile,F
fadim,M
fadime,F
fadl,M
fadri,M
fadwa,F
fady,M
fadya,F
fafnir,M
fagan,M
fahad,M
fahd,M
faheem,M
fahida,F
fahim,M
fahima,F
fahira,F
fahmi,M
fahmy,M
fahrettin,M
fahri,M
fahrie,F
fahrija,F
fahrije,F
fahriye,F
fahrudin,M
faidon,M
faidra,F
faig,M
faiga,F
faigel,F
faik,M
faina,F
faiq,M
fair,M
fairy,F
faisal,M
faith,F
faiz,M
faiza,F
faize,F
faketa,F
fakete,F
fakhraddin,M
fakhri,M
fakira,F
falah,M
falak,F
faliero,M
falih,M
falk,M
falkhard,M
falkmar,M
falko,M
fallah,M
fallon,F
famke,F
fanch,M
fanchon,F
fane,M
fanel,M
fanelie,F
fanette,F
fani,F
fanica,F
f,F
fanie,F
fanita,F
fanka,F
fanna,F
fannar,M
fanndis,F
fanney,F
fanni,F
fannie,F
fanourios,M
fantina,F
fantine,F
fantino,M
fany,F
faouzi,M
faqir,M
farah,F
farahnaz,F
faraj,M
faramarz,M
faranaz,F
farangiz,F
farcas,M
farda,M
fares,M
farhad,M
farhadbek,M
farhan,M
farhana,F
farhod,M
fari,M
faria,F
fariba,F
farid,M
farida,F
faridah,F
farideh,F
farie,F
faried,M
farije,F
faris,M
fariz,M
farkhondeh,F
farman,M
farmanela,F
farnaz,F
faron,M
farookh,M
farooq,M
farouk,M
farquhar,M
farrah,F
farrell,M
farrokh,M
farrukh,M
farrux,M
farsad,M
farschid,M
farshad,M
farshid,M
farudin,M
faruk,M
faruque,M
farzad,M
farzana,F
farzaneh,F
farzin,M
fata,F
fatbardh,M
fatbardha,F
fateen,M
fateh,M
fatema,F
fatemeh,F
faten,F
fathi,M
fathy,M
fatih,M
fatiha,F
fatimah,F
fatime,F
fatin,F
fatina,F
fatinah,F
fation,M
fationa,F
fatjon,M
fatjona,F
fatlina,F
fatlinda,F
fatlum,M
fatlume,F
fatma,F
fatme,F
fatmeh,F
fatmir,M
fatmira,F
fatmire,F
faton,M
fatri,M
fatushe,F
fausta,F
faustin,M
faustina,F
faustine,F
fauzia,F
fauziah,F
favian,M
faviana,F
fawad,M
fawaz,M
fawn,F
fawna,F
fawwaz,M
fawzi,M
fawzia,F
fawzieh,M
fawzy,M
fay,F
faycal,M
faye,F
fayez,M
faygah,F
fayge,F
fayiz,M
faysal,M
fayssal,M
fayyad,M
fayza,F
fazila,F
fazile,F
fazilet,F
fazlie,F
fazlije,F
feargal,M
fearghal,M
fearghus,M
feargus,M
fearne,F
feda,M
fedai,M
fedde,M
feddo,M
fede,F
fedela,F
fedele,M
federigo,M
fedir,M
fedja,M
fedor,M
fedora,F
fedoro,M
fedosia,F
fedra,F
fedro,M
feeko,M
feeline,F
fehim,M
fehime,F
fehmi,M
fehmije,F
fehrat,F
feico,M
feidhlim,M
feiga,F
feige,F
feije,M
feikea,F
feikje,F
feiko,M
feikobus,M
feim,M
feisal,M
feival,M
feivel,M
fejzi,M
fejzo,M
fejzulla,M
fejzullah,M
felecia,F
feli,F
felia,F
felice,M
felician,M
feliciana,F
felicidade,F
felicie,F
felicienne,F
felicija,F
felicijana,F
felicijonas,M
felicisima,F
felicisimo,M
felicissima,F
felicita,F
felicite,F
felicity,F
feliks,M
feliksas,M
felikss,M
felim,M
feline,F
felio,M
felipa,F
felipina,F
felisa,F
felisbela,F
felisberto,M
felisha,F
felismina,F
felita,F
felixa,F
feliz,M
felizarda,F
felizardo,M
felizia,F
felizitas,F
felton,M
femi,M
femke,F
femme,M
femmie,F
femmy,F
fenella,F
fenisia,F
fenja,F
fenke,?
fenko,M
fenna,F
fenne,?
fennie,F
fennigje,F
fennique,?
fenno,M
fenny,F
fentje,F
fenwick,M
feodor,M
feodora,F
feodosia,F
feodosie,M
feodosii,M
feodosij,M
feodosiy,M
fer,M
ferah,F
feras,M
ferat,M
feray,F
ferd,M
ferda,F
ferdane,F
ferdi,M
ferdie,M
ferdinand,M
ferdinanda,F
ferdinande,F
ferdinandine,F
ferdinando,M
ferdinandus,M
ferdinant,M
ferdo,M
ferdos,F
ferdous,F
ferdy,M
ferdynand,M
ferenc,M
ferencne,F
fereshteh,F
ferfried,M
fergal,M
fergus,M
ferguson,M
ferhan,M
ferhard,M
ferhart,M
ferhat,M
feri,M
ferial,F
ferid,M
ferida,F
feridan,F
feride,F
feridun,M
feriha,F
ferihan,F
feristah,F
ferit,M
feriz,M
ferko,M
ferma,F
fermina,F
fermo,M
fern,F
fernand,M
fernande,F
fernandina,F
fernao,M
ferne,F
ferny,F
ferran,M
ferrante,M
ferreol,M
ferrina,F
ferrino,M
ferris,M
ferruccia,F
ferruccio,M
ferruh,M
ferry,M
fershteh,F
ferudun,M
feruza,F
feryal,F
festim,M
feston,M
festus,M
feta,F
fetah,F
fethi,M
fethiye,F
fethullah,M
feti,M
fetie,F
fetih,M
fetije,F
fetinja,F
fetnete,F
fettah,M
fetulla,M
fetullah,M
fetush,M
feuke,F
fevronia,F
fevzi,M
fevzie,F
fevzije,F
fevziye,F
feyyaz,M
feyza,F
feyzi,M
feyzullah,M
feza,M
ffion,F
ffiona,F
fflur,F
fia,F
fiach,M
fiachra,M
fiacre,M
fiamma,F
fiammetta,F
fida,M
fidalma,F
fidalmo,M
fidan,F
fidana,F
fidanka,F
fidela,F
fidele,M
fideline,F
fidelio,M
fidelius,M
fidelma,F
fidenzia,F
fidenzio,M
fieke,F
fien,F
fiep,F
fiepko,M
fiete,M
fietje,F
fifa,F
figen,F
fikret,M
fikreta,F
fikri,M
fikrie,F
fikrije,F
fikriye,F
fila,F
filadelfa,F
filadelfia,F
filadelfio,M
filadelfo,M
filanthi,F
filaret,M
filareta,F
filaretos,M
filcho,M
file,F
fili,F
filiberta,F
filiberto,M
filimon,M
filinto,M
filio,F
filion,M
filip,M
filipa,F
filipe,M
filipina,F
filippa,F
filippia,F
filippina,F
filippo,M
filippos,M
filippus,M
filips,M
filita,F
filitita,F
filiz,F
filka,F
filko,M
filloreta,F
filoftea,F
filofteia,F
filoftia,F
filomela,F
filomeno,M
filora,F
filotea,F
filoteia,F
filoteo,M
filoti,M
filotia,F
filotita,F
filuta,F
fima,F
fimmie,F
fina,F
finbar,M
finbarr,M
finchen,F
findlay,M
fine,F
finella,F
fini,F
finie,F
finja,F
finka,F
finlay,M
finley,M
finnbar,M
finnbjorg,F
finnbjorn,M
finnbogi,M
finnborg,F
finni,F
finnuala,F
finnur,M
finny,F
fino,M
finola,F
fintan,M
finy,F
fion,M
fionbharr,M
fionnghuala,F
fionntan,M
fionnuala,F
fionnula,F
fionola,F
fiora,F
fioralba,F
fiorangela,F
fiorangelo,M
fioranna,F
fioravante,M
fiordalisa,F
fiore,M
fiorello,M
fiorentina,F
fiorentino,M
fiorenza,F
fiorenzo,M
fioretta,F
fioretto,M
fiorina,F
fiorinda,F
fiorindo,M
fiorino,M
fiqiret,M
fiqirete,F
fiqiri,M
fiqirije,F
fira,F
firas,M
firat,M
firatcan,M
firdaus,F
firdes,F
firdevs,F
firica,F
firmin,M
firmina,F
firmine,F
firminia,F
firminio,M
firmino,M
firmo,M
firoozeh,F
firouz,M
firoz,M
firth,M
firu,M
firuta,F
firuz,M
firuza,F
firyal,F
firyuza,F
fisnik,M
fisnike,F
fita,F
fitim,M
fitnat,F
fitnete,F
fiton,M
fitor,M
fitore,F
five,M
fixhrie,F
fjalar,M
fjodor,M
fjola,F
fjolla,F
fjolnir,M
fjoralba,F
fjorda,F
fjorela,F
fjorentina,F
flakron,M
flaminia,F
flaminio,M
flamur,M
flavian,M
flaviana,F
flaviano,M
flavie,F
flavien,M
flavienne,F
flaviu,M
flavius,M
flemming,M
fletcher,M
fleurette,F
fleuriane,F
fleurine,F
fleury,M
flip,M
fllanza,F
floare,F
floarea,F
flokart,M
floki,M
floor,?
floortje,F
flor,F
floran,M
floranda,F
florane,F
florbela,F
flore,F
florea,F
floreal,M
florel,M
florela,F
florelle,F
floren,M
florenc,M
florence,F
florene,F
florent,M
florenta,F
florentia,F
florentien,F
florentin,M
florentine,F
florentius,M
florenz,M
florenza,F
florenzo,M
flores,F
floresha,F
florestan,M
florestine,F
florette,F
floria,F
floriana,F
floriane,F
florianne,F
floriano,M
floriant,M
florica,F
floricica,F
florido,M
floridor,M
florie,F
floriean,M
florien,M
florient,M
florijan,M
florije,F
florika,F
florim,M
florimond,M
florin,M
florina,F
florinda,F
florindo,M
florine,F
florinel,M
florinela,F
florinka,F
florino,M
florio,M
floris,M
florita,F
florjan,M
floro,M
floros,M
florrie,F
florry,M
flosi,M
flossie,F
floy,F
floyd,M
flurije,F
flurim,M
flurin,M
flurina,F
flutur,F
flutura,F
flynn,M
focke,M
focko,M
foeke,M
foekje,F
foelke,F
fohlke,F
foivos,M
fok,?
foka,F
fokje,F
fokka,F
fokken,M
fokko,M
fola,?
folco,M
folf,M
folgert,M
folina,F
foline,F
folkea,F
folkeline,F
folker,M
folkert,M
folkeus,M
folkhard,M
folkhardt,M
folkhart,M
folkje,F
folkmar,M
folko,M
folla,F
folline,F
follrich,M
folma,F
folmer,M
folmine,F
folrat,M
folrich,M
foltje,F
fonda,F
fonn,F
fons,M
fontana,M
fooke,?
foolke,?
foppe,M
forbes,M
forest,M
foroogh,F
forough,F
forrest,M
fortuna,F
fortunat,M
fortunata,F
fortunatas,M
fortune,M
fortunee,F
fosca,F
fosco,M
foster,M
foteini,F
fotini,F
fotios,M
fotis,M
foto,M
fotula,F
fouad,M
fouke,?
fouzia,F
frachia,F
fradel,F
fraga,F
fragkiskos,M
fragkoula,F
fraida,F
fraidel,F
framhild,F
franc,M
franca,F
francelina,F
franceline,F
francelino,M
francelyne,F
francesc,M
francesca,F
franceschina,F
franceschino,M
francesco,M
francette,F
franchette,F
franchina,F
franchino,M
francia,F
franciane,F
francie,F
francien,F
francies,F
francine,F
francisc,M
francisca,F
franciscus,M
francisque,M
franciszek,M
franck,M
francka,F
franckie,M
francky,M
franco,M
francois,M
frane,M
franek,M
frania,F
franja,F
franjka,F
franjo,M
frank,M
franka,F
franke,M
frankie,?
franklim,M
franklin,M
franklyn,M
frankmut,M
franko,M
franky,M
franny,F
frano,M
frans,M
fransien,F
fransje,F
frantisek,M
frantiska,F
frants,M
frantz,M
frantzeska,F
frantzisko,M
franya,F
franz,M
franze,F
franziska,F
franziskus,M
franzl,M
franzpeter,M
franzsepp,M
fraser,M
frasier,M
frasina,F
fraukea,F
fraukeline,F
fraukje,F
frauko,M
frayda,F
fraydoun,M
frazao,M
frazer,M
frea,F
freark,M
fred,M
freda,F
freddi,M
freddie,M
frede,M
frederica,F
fredericke,F
frederico,M
frederieke,F
frederik,M
frederika,F
frederike,F
frederikke,F
frederikus,M
fredi,M
frediana,F
frediano,M
fredo,M
fredric,M
fredrick,M
fredrik,M
fredrika,F
fredrikk,M
fredu,M
fredy,M
free,?
freeda,F
freek,M
freeman,M
freerich,M
freerk,M
freerkje,F
freida,F
freideriki,F
freimund,M
freimut,M
freimuth,M
freiwald,M
frej,M
freja,F
freke,F
frens,M
frerich,M
frerk,M
freydis,F
freygerdur,F
freyja,F
freyr,M
freysteinn,M
fricis,M
frid,F
fridberg,M
fridbert,M
fridbjorg,F
fridbjorn,M
fridborg,F
friddora,F
fridegund,F
friderich,M
friderika,F
friderike,F
frideriki,F
fridfinnur,M
fridgeir,M
fridgerdur,F
fridi,F
fridjon,M
fridleifur,M
fridmar,M
fridmey,F
fridny,F
frido,M
fridolin,M
fridolina,F
fridoline,F
fridrich,M
fridrik,M
fridrika,F
fridrikka,F
fridthjof,M
fridtjof,M
fridthjofur,M
fridtjov,M
fridthor,M
fridulf,M
fridur,F
fridy,F
fried,M
frieda,F
friedbald,M
friedberg,M
friedbert,M
friedburg,F
friedchen,F
friede,F
friedebert,M
friedeborg,F
friedeborn,M
friedeburg,F
friedegard,F
friedegund,F
friedegunde,F
friedeltraud,F
friedemann,M
friedemar,M
frieder,M
friederich,M
friedericke,F
friederieke,F
friederika,F
friederike,F
friederikus,M
friederun,F
friedewald,M
friedgard,F
friedhard,M
friedhardt,M
friedhart,M
friedhelm,M
friedhild,F
friedhilde,F
friedhold,M
friedhorst,M
friedi,F
friedjorg,M
friedlenchen,F
friedlieb,M
friedlies,F
friedliese,F
friedlind,F
friedlinde,F
friedmar,M
friedmut,M
friedmuth,M
friedo,M
friedolf,M
friedolin,M
friedolina,F
friedoline,F
friedrich,M
friedrick,M
friedrika,F
friedrike,F
friedrun,F
friedus,M
friedwald,M
friedwin,M
friedy,F
frieling,M
frieso,M
frigga,F
frigyes,M
frimann,M
frine,F
friso,M
frithiof,M
frithjof,M
frits,M
fritz,M
fritzi,F
frode,M
frodi,M
frodo,M
frohlinde,F
frohmund,M
frohmut,?
frohwald,M
fronka,F
frosa,F
frosica,F
frosti,M
frouk,F
froukje,F
frouwa,F
frouwe,F
frouwktje,F
frowin,M
frowine,F
froydis,F
fruma,F
frumah,F
frunze,M
frusina,F
frutuosa,F
frutuoso,M
fruzsina,F
fryderyk,M
fryni,F
fuad,M
fuada,F
fuat,M
fuencisla,F
fuensanta,F
fugen,F
fujiko,F
fujio,M
fukuju,F
fukuko,F
fukumi,F
fulbert,M
fulden,F
fulga,F
fulgence,M
fulgencia,F
fulgentas,M
fulgenzia,F
fulgenzio,M
fulguta,F
fulop,M
fulvia,F
fulvio,M
fulvius,M
fulya,F
fumi,F
fumiaki,M
fumie,F
fumihiko,M
fumihiro,M
fumihito,M
fumiki,F
fumiko,F
fumio,M
fumitoshi,M
fumiyo,F
funda,F
funs,M
fup,M
furio,M
furkan,M
furkat,M
fusako,F
fusami,F
fusao,M
fusun,F
futoshi,M
fuyuka,F
fyodor,M
ga,?
gaard,M
gab,?
gabbriella,F
gabbriello,M
gabe,M
gabie,F
gabil,M
gabin,M
gabina,F
gabor,M
gaborne,F
gabrand,M
gabriella,F
gabriellina,F
gabriello,M
gabrieluta,F
gabrijel,M
gabrijela,F
gad,M
gada,F
gadalia,M
gadi,M
gady,M
gaela,F
gaele,F
gaella,F
gaelle,F
gaenor,F
gaetana,F
gaetane,F
gaetanina,F
gaetanino,M
gaetanne,F
gaetano,M
gafia,F
gafina,F
gafita,F
gafur,M
gage,M
gagik,M
gahraman,M
gaia,F
gaida,F
gaidis,M
gail,F
gaini,F
gaio,M
gair,M
gaisa,F
gait,M
gaitske,F
gaizka,M
gajana,F
gak,?
gal,M
gala,F
galatea,F
galatee,F
galdina,F
galdino,M
gale,F
galeazzo,M
galen,M
gali,F
galia,F
galiano,M
galib,M
galija,F
galilea,F
galileo,M
galileu,M
galin,M
galini,F
galinka,F
galip,M
galit,F
galiya,F
galja,F
galliana,F
galliano,M
gallo,M
gallus,M
galo,M
galt,M
galust,M
galvano,M
galvin,M
galya,F
galym,M
galymzhan,M
galyna,F
gamal,M
gamlet,M
gamliel,M
gamze,F
ganael,M
